"date","mkt_name","price","SAFEX","SAFEX_adj","year","month","date_num","mktyear","frapurchmt","frasalesmt","NETPURCH","BPP","SPP","LUSAKA","CHOMA","MCHINJI","mktshare","msleftpc","aprodpc","exportban","mznetimports","yearmon","travel_hours","distance_km","area_harvested","production","stock_begin","stock_end","supply","consumption","feed","FSI","cropyear","day1rain","maxdays","raincytot","tmean","gdd","heatday","mean_price","cv_price","purchase_quantity","REGION","PROVINCE","monthly_buy","annual_purchase","annual_sales","annual_import","month_share_buy","month_share_sale","mill_dist","mill_dist_two","count_miller","miller","mill_dist_km","mill_dist_km2","weighted_fra_sales","frasales_miller","dist_fra_sales","dist_fra_sales_2","dev_share","long_run_share","pred_national_prod","pred_dist_prod","pred_dist_prod_dev","year_c","nation_avg","dev_price_square","buy_iv","buy_iv_dev","sell_iv","sell_iv2","prod_region","fra_purchase","fra_sales","price_deviation","trend","na_maxdays","na_rain","na_day1rain","na_tmean","na_heatday","prod_maxdays","prod_rain","prod_day1rain","prod_tmean","prod_heatday"
"2003-01-01","Chingola",1000,820.118286132812,820.118286132812,2003,1,516,2002,9298.55,0,9298.5498046875,-313.867553710938,-408.888916015625,1388.88891601562,1113.86755371094,1105.07666015625,9.06374549865723,11.800745010376,85.7412033081055,1,18353.694,"Jan 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.0111563570672315,0.188095457564663,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,103.988530893378,0.581623014579058,"2003",734.538020833333,70470.0623830838,0.103988530893378,0.581623014579058,1753.23989560339,0.0834849931991955,0,0,0,70470.0623830838,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-02-01","Chingola",1111.1,650.479675292969,651.194139173715,2003,2,517,2002,789.9,0,789.900024414062,-290.712036132812,-116.4912109375,1096.4912109375,1090.71203613281,1168.15295410156,15.5456771850586,10.9595890045166,85.7412033081055,1,27458.227,"Feb 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.00102618790908165,0.243890536556651,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,9.5651091519276,0.0534990500579918,"2003",734.538020833333,141798.924153917,0.0095651091519276,0.0534990500579918,2273.30646038721,0.108249290277413,0,0,0,141798.924153917,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-03-01","Chingola",888.9,575.011535644531,572.290660888119,2003,3,518,2002,223.2,0,223.199996948242,-63.8434448242188,-160.350830078125,1140.35083007812,863.843444824219,1157.48266601562,16.0963077545166,10.8881340026855,85.7412033081055,1,22255.716,"Mar 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.000200906659808482,0.244740732616785,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,1.87265325717692,0.0104740226959961,"2003",734.538020833333,23827.6206122504,0.00187265325717692,0.0104740226959961,2281.23114751688,0.108626644484779,0,0,0,23827.6206122504,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-04-01","Chingola",666.7,530.881469726562,527.154181815424,2003,4,519,2002,221.05,0,221.050003051758,-18.7702026367188,-84.98046875,1064.98046875,818.770202636719,839.183471679688,16.2518997192383,10.8679428100586,85.7412033081055,1,24451.098,"Apr 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.000196985660459814,0.0241549095344685,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,1.8361055777288,0.0102696061962738,"2003",734.538020833333,4601.99707058376,0.0018361055777288,0.0102696061962738,225.148186026566,0.0107210056230041,0,0,0,4601.99707058376,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-05-01","Chingola",555.6,585.229309082031,581.120448152851,2003,5,520,2003,0,14366.7,-14366.7001953125,122.334350585938,580.877197265625,649.122802734375,477.665649414062,591.293273925781,0,23.0802211761475,120.80770111084,1,19846.205,"May 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0,0.0400225850449162,0,21000.6592612417,2,1,1,21.0006592612417,563.4,14366.7,563.4,26.8277292151393,-0.00133208788796736,0.00692523368570355,1345949,0,0,"2003",734.538020833333,32018.8152997504,0,0,373.050969621656,0.0177637742216097,0,0,26.8277292151393,32018.8152997504,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-06-01","Chingola",472.2,575.993835449219,572.990229513248,2003,6,521,2003,0,0,0,140.935668945312,703.684204101562,526.315795898438,459.064331054688,445.228454589844,0,23.0802211761475,120.80770111084,1,6005.141,"Jun 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.0212692827396094,0.00126235495194455,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,198.251225908165,1.1088480110843,"2003",734.538020833333,68821.2371747505,0.198251225908165,1.1088480110843,11.7664248399025,0.000560288355405026,0,0,0,68821.2371747505,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-07-01","Chingola",472.2,559.537780761719,559.469577742591,2003,7,522,2003,3022.3,0,3022.30004882812,134.722229003906,721.22802734375,508.771942138672,465.277770996094,469.985900878906,0,23.0802211761475,120.80770111084,1,1086.145,"Jul 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.190250408385449,6.75359899290332e-05,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,1773.32621667133,9.91847207679066,"2003",734.538020833333,68821.2371747505,1.77332621667133,9.91847207679066,0.629503728934782,2.99754270141689e-05,0,0,0,68821.2371747505,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-08-01","Chingola",666.7,578.267883300781,576.931579543118,2003,8,523,2003,9977.55,0,9977.5498046875,83.9181518554688,645.204650878906,584.795349121094,516.081848144531,483.330078125,1.15848004817963,22.8128395080566,120.80770111084,0,-54.305,"Aug 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.357983052193224,0,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,3336.76409404658,18.6630080706536,"2003",734.538020833333,4601.99707058376,3.33676409404658,18.6630080706536,0,0,0,0,0,4601.99707058376,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-09-01","Chingola",750,614.075927734375,616.858294821567,2003,9,524,2003,10632.7666655,0,10632.7666015625,90.4970703125,607.192993164062,622.807006835938,509.5029296875,496.899932861328,4.98298168182373,21.9301376342773,120.80770111084,0,-658.547,"Sep 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.297815421152758,0.00190615597743626,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,2775.94092197276,15.5262423024959,"2003",734.538020833333,239.072799750434,2.77594092197276,15.5262423024959,17.7673015082527,0.00084603541666159,0,0,0,239.072799750434,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
"2003-10-01","Chingola",777.8,641.178588867188,649.091443234691,2003,10,525,2003,17008.633333,0,17008.6328125,181.140350341797,486.578918457031,743.421081542969,418.859649658203,494.774353027344,9.05863571166992,20.9894676208496,120.80770111084,0,-328.832,"Oct 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,"NORTHWEST","COPPERBELT",0,13002.25,21368.65,141.314725,0.0576375170957799,0.00514763102303947,0,21000.6592612417,2,1,1,21.0006592612417,0,0,0,0,-0.00133208788796736,0.00692523368570355,1345949,537.239951268382,3.00486137581275,"2003",734.538020833333,1871.5988414171,0.537239951268382,3.00486137581275,47.9811272121543,0.00228474385567062,0,0,0,1871.5988414171,0,29.28125,1119.47762957571,29.65625,25.0423122584428,2.9375,26.4545454545455,1094.07416761311,25.5454545454545,25.1005357111411,4.54545454545455
