"date","mkt_name","price","SAFEX","SAFEX_adj","year","month","date_num","mktyear","frapurchmt","frasalesmt","NETPURCH","BPP","SPP","LUSAKA","CHOMA","MCHINJI","mktshare","msleftpc","aprodpc","exportban","mznetimports","yearmon","travel_hours","distance_km","area_harvested","production","stock_begin","stock_end","supply","consumption","feed","FSI","cropyear","day1rain","maxdays","raincytot","tmean","gdd","heatday","mean_price","cv_price","purchase_quantity","annual_purchase","annual_sales","annual_import","month_share_buy","month_share_sale","mill_dist","count_miller","miller","weighted_fra_sales","frasales_miller","prod_percent","dev_share","long_run_share","pred_national_prod","pred_dev_prod","year_c","nation_avg","dev_price_square","logpurchase"
"2008-03-01","Luanshya",587.166666666667,991.41748046875,837.176300771704,2008,3,578,2007,0,47424.4,-47424.3984375,-119.407531738281,-125.820068359375,925.820068359375,879.407531738281,837.448120117188,74.2927551269531,11.0487861633301,157.916137695312,1,-57629.30373,"Mar 2008",5.20388888888889,319.051,912,1889,201,295,2095,1700,100,1600,"2007",24,18,887.834643464093,23.5749509404976,214,0,592.059281842818,110.431705345121,0,396450.05,167940.29,-161649.48868,0.000200906659808482,0.244740732616785,0,2,1,1859.78039215686,47424.4,1.10881215881407,0.00163422310456876,0.00740484427945772,2094546.16799978,3422.9557413312,"2008",563.777978912602,547.030714857162,0
"2008-04-01","Luanshya",587.166666666667,967.563110351562,811.736297028289,2008,4,579,2007,0,0,0,181.052612304688,164.406799316406,635.593200683594,578.947387695312,730.615356445312,74.2927551269531,11.0487861633301,157.916137695312,1,-36707.93422,"Apr 2008",5.20388888888889,319.051,912,1889,201,295,2095,1700,100,1600,"2007",24,18,887.834643464093,23.5749509404976,214,0,592.059281842818,110.431705345121,0,396450.05,167940.29,-161649.48868,0.000196985660459814,0.0241549095344685,0,2,1,0,0,1.10881215881407,0.00163422310456876,0.00740484427945772,2094546.16799978,3422.9557413312,"2008",563.777978912602,547.030714857162,0
"2003-01-01","Lusaka",1265.1,820.118286132812,820.118286132812,2003,1,516,2002,9298.55,0,9298.5498046875,-313.867553710938,-408.888916015625,1388.88891601562,1113.86755371094,1105.07666015625,9.06374549865723,11.800745010376,85.7412033081055,1,18353.694,"Jan 2003",0.00916666666666667,0,630,1213,86,102,1302,1050,50,1000,"2002",34,10,1213.85240302836,24.5786251565996,213,0,869.95,224.570363542962,0,13002.25,21368.65,141314.725,0.0111563570672315,0.188095457564663,0,22,1,0,0,0,0,0,0,0,"2003",1000.23359375,70154.21315979,0
"2003-02-01","Lusaka",1231.8,650.479675292969,651.194139173715,2003,2,517,2002,789.9,0,789.900024414062,-290.712036132812,-116.4912109375,1096.4912109375,1090.71203613281,1168.15295410156,15.5456771850586,10.9595890045166,85.7412033081055,1,27458.227,"Feb 2003",0.00916666666666667,0,630,1213,86,102,1302,1050,50,1000,"2002",34,10,1213.85240302836,24.5786251565996,213,0,869.95,224.570363542962,0,13002.25,21368.65,141314.725,0.00102618790908165,0.243890536556651,0,22,1,0,0,0,0,0,0,0,"2003",1000.23359375,53623.00050354,0
"2003-03-01","Lusaka",1118.2,575.011535644531,572.290660888119,2003,3,518,2002,223.2,0,223.199996948242,-63.8434448242188,-160.350830078125,1140.35083007812,863.843444824219,1157.48266601562,16.0963077545166,10.8881340026855,85.7412033081055,1,22255.716,"Mar 2003",0.00916666666666667,0,630,1213,86,102,1302,1050,50,1000,"2002",34,10,1213.85240302836,24.5786251565996,213,0,869.95,224.570363542962,0,13002.25,21368.65,141314.725,0.000200906659808482,0.244740732616785,0,22,1,0,0,0,0,0,0,0,"2003",1000.23359375,13916.0730035401,0
"2003-04-01","Lusaka",893.3,530.881469726562,527.154181815424,2003,4,519,2002,221.05,0,221.050003051758,-18.7702026367188,-84.98046875,1064.98046875,818.770202636719,839.183471679688,16.2518997192383,10.8679428100586,85.7412033081055,1,24451.098,"Apr 2003",0.00916666666666667,0,630,1213,86,102,1302,1050,50,1000,"2002",34,10,1213.85240302836,24.5786251565996,213,0,869.95,224.570363542962,0,13002.25,21368.65,141314.725,0.000196985660459814,0.0241549095344685,0,22,1,0,0,0,0,0,0,0,"2003",1000.23359375,11434.79347229,0
"2004-01-01","Lusaka",706.054934823091,941.813354492188,961.026862456265,2004,1,528,2003,1766.05,6979.15,-5213.10009765625,170.987823486328,265.430114746094,534.569885253906,429.012176513672,652.469482421875,20.2069149017334,18.4164199829102,120.80770111084,0,-5162.117,"Jan 2004",0.00916666666666667,0,466,870,102,128,1128,1000,50,950,"2003",17,20,1157.38297494058,24.7602952404557,214,0,670.800201738051,121.862834740925,0,63249.5,49265.25,113604.88,0.0111563570672315,0.188095457564663,0,22,1,3010.6137254902,6979.15,0,0,0,0,0,"2004",619.309968575419,7524.68916930975,0
"2004-02-01","Lusaka",804.341713221601,987.409912109375,1004.42999861807,2004,2,529,2003,361.65,2513.55,-2151.89990234375,14.9449462890625,-74.6993408203125,877.192993164062,585.055053710938,588.3828125,20.883861541748,18.2601795196533,120.80770111084,0,-7363.842,"Feb 2004",0.00916666666666667,0,466,870,102,128,1128,1000,50,950,"2003",17,20,1157.38297494058,24.7602952404557,214,0,670.800201738051,121.862834740925,0,63249.5,49265.25,113604.88,0.00102618790908165,0.243890536556651,0,22,1,1084.27647058824,2513.55,0,0,0,0,0,"2004",619.309968575419,34236.7465268099,0
"2004-03-01","Lusaka",914.067039106145,811.032287597656,821.142662912851,2004,3,530,2003,2.25,22833.65,-22831.400390625,179.874420166016,27.638671875,740.078369140625,420.125579833984,825.503356933594,21.0224857330322,18.2281856536865,120.80770111084,0,-6349.363,"Mar 2004",0.00916666666666667,0,466,870,102,128,1128,1000,50,950,"2003",17,20,1157.38297494058,24.7602952404557,214,0,670.800201738051,121.862834740925,0,63249.5,49265.25,113604.88,0.000200906659808482,0.244740732616785,0,22,1,9849.80980392157,22833.65,0,0,0,0,0,"2004",619.309968575419,86881.7306278554,0
"2004-04-01","Lusaka",847.299813780261,847.642639160156,857.257128446243,2004,4,531,2003,0,225.25,-225.25,208.552642822266,160.329956054688,666.666687011719,391.447357177734,605.693115234375,21.0233478546143,18.2279853820801,120.80770111084,0,-5299.166,"Apr 2004",0.00916666666666667,0,466,870,102,128,1128,1000,50,950,"2003",17,20,1157.38297494058,24.7602952404557,214,0,670.800201738051,121.862834740925,0,63249.5,49265.25,113604.88,0.000196985660459814,0.0241549095344685,0,22,1,97.1666666666667,225.25,0,0,0,0,0,"2004",619.309968575419,51979.3695165278,0
