"REGION","PROVINCE","distname","year","purchase_quantity","month1","month2","month3","month4","month5","month6","month7","month8","month9","month10","month11","month12"
"NORTHWEST","NORTH WESTERN","Kabompo","fra0506",1421.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0506",73.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0506",2104.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0506",1696.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0506",151,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0506",32.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0506",543.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0506",5668.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0506",1859.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0506",3161.45,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0506",947.65,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0506",674.65,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0506",886.9,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0506",2354.65,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0506",1089.05,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0506",275.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0506",352.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0506",581.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0506",255.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0506",7.75,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0506",256.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0506",445.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0506",226.65,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0506",745.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0506",332.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0506",461.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0506",479.65,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0506",2667.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0506",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kaputa","fra0607",1348.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpulungu","fra0607",2817.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Chienge","fra0607",1243.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mbala","fra0607",20386.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Nchelenge","fra0607",993.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Nakonde","fra0607",11704.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Kawambwa","fra0607",3259.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mporokoso","fra0607",2014.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mungwi","fra0607",2407.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Isoka","fra0607",10866.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chinsali","fra0607",3900.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kasama","fra0607",5424.45,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mwense","fra0607",677.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Luwingu","fra0607",3587.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chama","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chilubi","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Samfya","fra0607",1391.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mansa","fra0607",4641.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mwinilunga","fra0607",2764.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpika","fra0607",8250.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Milenge","fra0607",546.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Solwezi","fra0607",3648.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Lundazi","fra0607",7671.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Serenje","fra0607",11877.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chililabombwe","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chingola","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0607",3395.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0607",1301.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0607",1467.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0607",4188.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0607",2548.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0607",3589.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0607",238.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0607",10445.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0607",7415.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0607",15681.4,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0607",15935.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0607",8787.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0607",15.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0607",30633.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0607",28257.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0607",10088.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0607",2985.9,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0607",13183.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0607",10644.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0607",11830.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0607",10954.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0607",4979.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0607",992.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0607",3453.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0607",10292.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0607",1451.75,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0607",9236.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0607",12885.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0607",4533,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0607",14418.75,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0607",22254.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0607",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kaputa","fra0708",664.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpulungu","fra0708",3159.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Chienge","fra0708",1102.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mbala","fra0708",11525.45,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Nchelenge","fra0708",842.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Nakonde","fra0708",8082,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Kawambwa","fra0708",3319.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mporokoso","fra0708",1336.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mungwi","fra0708",2904.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Isoka","fra0708",10932.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chinsali","fra0708",4940.95,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kasama","fra0708",5252.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mwense","fra0708",811.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Luwingu","fra0708",2760.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chama","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chilubi","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Samfya","fra0708",1033.6,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mansa","fra0708",5437,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mwinilunga","fra0708",1899.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpika","fra0708",4245.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Milenge","fra0708",410.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Solwezi","fra0708",2760.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Lundazi","fra0708",17134.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Serenje","fra0708",7662.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chililabombwe","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chingola","fra0708",607,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0708",4027.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0708",1612.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0708",486.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0708",4554.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0708",2317.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0708",3131.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0708",22.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0708",28802.85,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0708",9492.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0708",14439.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0708",22809.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0708",4759.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0708",49.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0708",19132.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0708",18483.25,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0708",9103.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0708",4106.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0708",12322.15,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0708",14451.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0708",14155.2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0708",10677.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0708",4649.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0708",1067.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0708",5481.6,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Senanga","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Mazabuka","fra0708",15891.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Sesheke","fra0708",2007.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Namwala","fra0708",7889.9,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Monze","fra0708",13621.15,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Shangombo","fra0708",338.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Siavonga","fra0708",333.6,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kazungula","fra0708",8505.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Choma","fra0708",14120.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Kalomo","fra0708",24362.3,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Gwembe","fra0708",340.75,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Sinazongwe","fra0708",77.7,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","Livingstone","fra0708",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kaputa","fra0809",1367.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpulungu","fra0809",1515.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Chienge","fra0809",2295.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mbala","fra0809",4795.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Nchelenge","fra0809",809.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Nakonde","fra0809",3304.4,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Kawambwa","fra0809",3922.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mporokoso","fra0809",2436.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mungwi","fra0809",2803.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Isoka","fra0809",6590.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chinsali","fra0809",2311.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Kasama","fra0809",2954.7,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mwense","fra0809",828.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Luwingu","fra0809",1953,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chama","fra0809",281.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Chilubi","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Samfya","fra0809",1108.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Mansa","fra0809",2314.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mwinilunga","fra0809",1497.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","NORTHERN","Mpika","fra0809",1641.5,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","LUAPULA","Milenge","fra0809",1441.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Solwezi","fra0809",592.35,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Lundazi","fra0809",3273.2,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Serenje","fra0809",1786.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chililabombwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Chingola","fra0809",217.1,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Lufwanyama","fra0809",1182.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mufulira","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kabompo","fra0809",1623.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kalulushi","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Kitwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Ndola_urban","fra0809",33.3,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Kasempa","fra0809",1529.05,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Mufumbwe","fra0809",1428.25,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Luanshya","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Mambwe","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Masaiti","fra0809",244.55,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Zambezi","fra0809",38.8,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","NORTH WESTERN","Chavuma","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chipata","fra0809",1246.35,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHWEST","COPPERBELT","Mpongwe","fra0809",549.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mkushi","fra0809",205.2,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Petauke","fra0809",952.65,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kapiri_Mposhi","fra0809",163.8,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Lukulu","fra0809",3.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Katete","fra0809",4447.55,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Chadiza","fra0809",1700.95,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","EASTERN","Nyimba","fra0809",342.1,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kaoma","fra0809",130.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Kalabo","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Mumbwa","fra0809",145.75,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Kabwe_urban","fra0809",947.9,0,0,0,0,0,0,0,0,0,0,0,0
"NORTHCENTR","CENTRAL","Chibombo","fra0809",394.45,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","WESTERN","Mongu","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Chongwe","fra0809",161.5,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Luangwa","fra0809",0,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Lusaka_urban","fra0809",25.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHEAST","LUSAKA","Kafue","fra0809",4.85,0,0,0,0,0,0,0,0,0,0,0,0
"SOUTHWEST","SOUTHERN","ItezhiTezhi","fra0809",1055.7,0,0,0,0,0,0,0,0,0,0,0,0
