date,value
11/13/2013,0.5348
11/12/2013,0.53
11/11/2013,0.5368
11/8/2013,0.5396
11/7/2013,0.539
11/6/2013,0.5413
11/5/2013,0.544
11/4/2013,0.5421
11/1/2013,0.5436
10/31/2013,0.5504
10/30/2013,0.5525
10/29/2013,0.552
10/28/2013,0.5463
10/25/2013,0.544
10/24/2013,0.5433
10/23/2013,0.5417
10/22/2013,0.5376
10/21/2013,0.5376
10/18/2013,0.537
10/17/2013,0.536
10/16/2013,0.5296
10/15/2013,0.533
10/14/2013,0.5313
10/11/2013,0.5332
10/10/2013,0.5325
10/9/2013,0.531
10/8/2013,0.5296
10/7/2013,0.526
10/4/2013,0.5273
10/3/2013,0.524
10/2/2013,0.5257
10/1/2013,0.533
9/30/2013,0.5277
9/27/2013,0.5265
9/26/2013,0.5317
9/25/2013,0.5399
9/23/2013,0.5392
9/20/2013,0.5435
9/19/2013,0.5446
9/18/2013,0.54
9/17/2013,0.5444
9/16/2013,0.5481
9/13/2013,0.5367
9/12/2013,0.5381
9/11/2013,0.5384
9/10/2013,0.5342
9/9/2013,0.5367
9/6/2013,0.5258
9/5/2013,0.5205
9/4/2013,0.5226
9/3/2013,0.5226
9/2/2013,0.5262
8/30/2013,0.5206
8/29/2013,0.5223
8/28/2013,0.5184
8/27/2013,0.5208
8/26/2013,0.5292
8/23/2013,0.5264
8/22/2013,0.5216
8/21/2013,0.529
8/20/2013,0.5328
8/19/2013,0.5376
8/16/2013,0.5439
8/15/2013,0.5466
8/14/2013,0.5434
8/13/2013,0.5475
8/12/2013,0.5529
8/8/2013,0.5522
8/7/2013,0.5511
8/6/2013,0.5559
8/5/2013,0.5576
8/2/2013,0.5459
8/1/2013,0.5535
7/31/2013,0.5566
7/30/2013,0.5582
7/29/2013,0.5571
7/26/2013,0.564
7/25/2013,0.5601
7/24/2013,0.5653
7/23/2013,0.5592
7/22/2013,0.559
7/19/2013,0.5535
7/18/2013,0.5578
7/17/2013,0.5558
7/16/2013,0.5541
7/15/2013,0.5534
7/12/2013,0.5451
7/11/2013,0.5499
7/10/2013,0.5498
7/9/2013,0.5476
7/8/2013,0.5375
7/5/2013,0.5474
7/4/2013,0.5459
7/3/2013,0.5451
7/2/2013,0.5542
7/1/2013,0.5545
6/28/2013,0.5494
6/27/2013,0.5471
6/26/2013,0.5447
6/25/2013,0.5487
6/24/2013,0.5333
6/21/2013,0.5349
6/20/2013,0.529
6/19/2013,0.5508
6/18/2013,0.5426
6/14/2013,0.5489
6/13/2013,0.5408
6/12/2013,0.5413
6/11/2013,0.5277
6/10/2013,0.5292
6/7/2013,0.5402
6/6/2013,0.5351
6/5/2013,0.5427
6/4/2013,0.5468
6/3/2013,0.5318
5/31/2013,0.5246
5/30/2013,0.5446
5/29/2013,0.54
5/28/2013,0.5513
5/27/2013,0.5529
5/24/2013,0.5532
5/23/2013,0.5506
5/22/2013,0.5607
5/21/2013,0.5638
5/20/2013,0.5701
5/17/2013,0.569
5/16/2013,0.5747
5/15/2013,0.5779
5/14/2013,0.5807
5/13/2013,0.5837
5/10/2013,0.587
5/9/2013,0.5902
5/8/2013,0.5874
5/7/2013,0.5877
5/6/2013,0.5925
5/3/2013,0.5921
5/2/2013,0.5882
4/30/2013,0.5909
4/29/2013,0.5898
4/26/2013,0.5879
4/25/2013,0.592
4/24/2013,0.5842
4/23/2013,0.5795
4/22/2013,0.575
4/19/2013,0.585
4/18/2013,0.5799
4/17/2013,0.5831
4/16/2013,0.579
4/15/2013,0.5928
4/12/2013,0.5983
4/11/2013,0.6044
4/10/2013,0.604
4/9/2013,0.5998
4/8/2013,0.5943
4/5/2013,0.5886
4/4/2013,0.5814
4/3/2013,0.5839
4/2/2013,0.5876
3/28/2013,0.5842
3/27/2013,0.5826
3/26/2013,0.584
3/25/2013,0.5815
3/22/2013,0.578
3/20/2013,0.5864
3/19/2013,0.588
3/18/2013,0.587
3/15/2013,0.5864
3/14/2013,0.5841
3/13/2013,0.5882
3/12/2013,0.5826
3/11/2013,0.5806
3/8/2013,0.5874
3/7/2013,0.5895
3/6/2013,0.5928
3/5/2013,0.5911
3/4/2013,0.5899
3/1/2013,0.5925
2/28/2013,0.6051
2/27/2013,0.6059
2/26/2013,0.6073
2/25/2013,0.6011
2/22/2013,0.601
2/21/2013,0.5982
2/20/2013,0.6014
2/19/2013,0.594
2/18/2013,0.6018
2/15/2013,0.6072
2/14/2013,0.6001
2/13/2013,0.5962
2/12/2013,0.5909
2/11/2013,0.5968
2/8/2013,0.5928
2/7/2013,0.6041
2/6/2013,0.6037
2/5/2013,0.5988
2/4/2013,0.6032
2/1/2013,0.6044
1/31/2013,0.595
1/30/2013,0.5948
1/29/2013,0.5858
1/28/2013,0.5912
1/25/2013,0.5901
1/24/2013,0.5867
1/23/2013,0.5943
1/22/2013,0.6001
1/21/2013,0.5962
1/18/2013,0.5967
1/17/2013,0.6007
1/16/2013,0.5954
1/15/2013,0.605
1/14/2013,0.6058
1/11/2013,0.6081
1/10/2013,0.6117
1/9/2013,0.6109
1/8/2013,0.6084
1/7/2013,0.6156
1/4/2013,0.6089
1/3/2013,0.6159
1/2/2013,0.6188
12/31/2012,612.3404
12/28/2012,601.5419
12/27/2012,591.048
12/24/2012,584.8734
12/21/2012,611.9728
12/20/2012,615.8724
12/19/2012,619.5309
12/18/2012,613.8534
12/14/2012,608.0429
12/13/2012,611.5659
12/12/2012,607.9754
12/11/2012,611.7647
12/10/2012,607.4476
12/7/2012,602.6573
12/6/2012,598.5144
12/5/2012,596.8835
12/4/2012,591.9335
12/3/2012,588.3332
11/30/2012,594.9939
11/29/2012,601.2457
11/28/2012,594.9775
11/27/2012,590.6033
11/26/2012,589.2853
11/23/2012,582.5645
11/22/2012,582.6551
11/21/2012,584.7032
11/20/2012,582.9049
11/19/2012,589.9681
11/16/2012,586.1401
11/15/2012,584.2645
11/14/2012,591.4244
11/13/2012,594.1753
11/12/2012,596.4493
11/9/2012,593.3665
11/8/2012,597.5047
11/7/2012,597.1897
11/6/2012,590.5852
11/5/2012,582.8847
11/2/2012,597.1987
11/1/2012,608.6903
10/31/2012,612.2809
10/30/2012,611.2082
10/29/2012,603.7696
10/26/2012,600.2326
10/25/2012,602.6998
10/24/2012,597.3455
10/23/2012,603.3055
10/22/2012,604.443
10/19/2012,601.5278
10/18/2012,604.1624
10/17/2012,600.9513
10/16/2012,590.8101
10/15/2012,591.9284
10/12/2012,594.3724
10/11/2012,594.0099
10/10/2012,595.1534
10/9/2012,582.3809
10/8/2012,572.8548
10/5/2012,582.1044
10/4/2012,597.5697
10/3/2012,604.5676
10/2/2012,606.0217
10/1/2012,614.701
9/28/2012,619.6631
9/27/2012,621.6365
9/26/2012,617.4184
9/25/2012,618.9759
9/21/2012,612.419
9/20/2012,601.9221
9/19/2012,611.196
9/18/2012,607.8702
9/17/2012,601.3695
9/14/2012,602.3158
9/13/2012,603.0342
9/12/2012,612.4067
9/11/2012,608.166
9/10/2012,607.2398
9/7/2012,604.3633
9/6/2012,595.0557
9/5/2012,593.9882
9/4/2012,599.2025
9/3/2012,594.3995
8/31/2012,594.207
8/30/2012,587.3593
8/29/2012,586.7203
8/28/2012,586.1203
8/27/2012,583.9373
8/24/2012,584.5653
8/23/2012,588.8202
8/22/2012,586.1456
8/21/2012,589.3728
8/20/2012,587.3402
8/17/2012,591.4866
8/16/2012,586.8778
8/15/2012,603.6614
8/14/2012,605.4226
8/13/2012,601.9225
8/10/2012,598.4485
8/8/2012,591.9064
8/7/2012,599.3242
8/6/2012,602.3886
8/3/2012,594.9914
8/2/2012,592.7315
8/1/2012,602.4971
7/31/2012,607.9891
7/30/2012,601.6698
7/27/2012,590.843
7/26/2012,577.5314
7/25/2012,576.4048
7/24/2012,576.2004
7/23/2012,580.5458
7/20/2012,595.2209
7/19/2012,598.4879
7/18/2012,598.2317
7/17/2012,598.1979
7/16/2012,586.6733
7/13/2012,585.6015
7/12/2012,573.9188
7/11/2012,572.6715
7/10/2012,569.4215
7/9/2012,587.3286
7/6/2012,585.1968
7/5/2012,607.4216
7/4/2012,624.4112
7/3/2012,631.0095
7/2/2012,627.6227
6/29/2012,624.7385
6/28/2012,615.4865
6/27/2012,612.3785
6/26/2012,610.1132
6/25/2012,610.7608
6/22/2012,614.3178
6/21/2012,625.7851
6/20/2012,627.7274
6/19/2012,625.4945
6/18/2012,623.6538
6/15/2012,625.2715
6/14/2012,628.6356
6/13/2012,634.942
6/12/2012,631.759
6/11/2012,641.6367
6/8/2012,627.1114
6/7/2012,640.6921
6/6/2012,633.5732
6/5/2012,625.1078
6/4/2012,621.0063
6/1/2012,623.8978
5/31/2012,627.3058
5/30/2012,629.944
5/29/2012,633.4511
5/28/2012,632.1331
5/25/2012,632.02
5/24/2012,623.6552
5/23/2012,621.8831
5/22/2012,631.1204
5/21/2012,627.5058
5/18/2012,627.1258
5/17/2012,626.9965
5/16/2012,631.1879
5/15/2012,634.1221
5/14/2012,631.7624
5/11/2012,631.9103
5/10/2012,642.0815
5/9/2012,649.0573
5/8/2012,662.3744
5/7/2012,666.0287
5/4/2012,664.7672
5/3/2012,669.9988
5/2/2012,678.0916
4/30/2012,676.8141
4/26/2012,665.9074
4/25/2012,664.0949
4/24/2012,664.1065
4/23/2012,672.8463
4/20/2012,682.6904
4/19/2012,676.629
4/18/2012,673.0558
4/17/2012,662.434
4/16/2012,654.6709
4/13/2012,661.0291
4/12/2012,659.748
4/11/2012,653.8376
4/10/2012,665.5392
4/5/2012,671.0739
4/4/2012,677.5613
4/3/2012,688.9777
4/2/2012,690.3331
3/30/2012,688.6231
3/29/2012,689.1461
3/28/2012,696.7237
3/27/2012,700.6322
3/26/2012,693.5135
3/23/2012,694.4244
3/22/2012,690.8485
3/20/2012,696.3305
3/19/2012,696.7021
3/16/2012,692.0348
3/15/2012,686.9355
3/14/2012,695.2869
3/13/2012,697.8679
3/12/2012,693.1544
3/9/2012,700.6178
3/8/2012,696.1575
3/7/2012,689.9589
3/6/2012,694.1072
3/5/2012,698.3441
3/2/2012,705.1535
3/1/2012,702.139
2/29/2012,702.0846
2/28/2012,701.0634
2/27/2012,691.3115
2/24/2012,689.9904
2/23/2012,683.0801
2/22/2012,676.4743
2/21/2012,679.7389
2/20/2012,680.0726
2/17/2012,669.8028
2/16/2012,665.5103
2/15/2012,677.251
2/14/2012,679.4398
2/13/2012,690.9509
2/10/2012,683.0586
2/9/2012,685.553
2/8/2012,689.2465
2/7/2012,688.2497
2/6/2012,681.3621
2/3/2012,674.8846
2/2/2012,669.9809
2/1/2012,659.3585
1/31/2012,657.4095
1/30/2012,654.2971
1/27/2012,658.0233
1/26/2012,649.1666
1/25/2012,645.6034
1/24/2012,642.0246
1/23/2012,646.0255
1/20/2012,647.9954
1/19/2012,643.9551
1/18/2012,639.1092
1/17/2012,639.0788
1/16/2012,630.0163
1/13/2012,631.434
1/12/2012,633.1259
1/11/2012,634.7309
1/10/2012,634.7146
1/9/2012,632.4003
1/6/2012,628.305
1/5/2012,627.143
1/4/2012,635.7547
1/3/2012,636.155
12/30/2011,628.3905
12/29/2011,626.392
12/28/2011,625.9342
12/23/2011,627.677
12/22/2011,626.5587
12/21/2011,629.8683
12/20/2011,612.85
12/19/2011,612.5103
12/15/2011,613.7994
12/14/2011,618.2889
12/13/2011,622.2136
12/12/2011,626.7957
12/9/2011,620.9957
12/8/2011,634.3587
12/7/2011,642.3967
12/6/2011,639.3818
12/5/2011,641.3564
12/2/2011,630.6262
12/1/2011,622.9463
11/30/2011,608.6981
11/29/2011,610.9361
11/28/2011,606.5592
11/25/2011,596.3336
11/24/2011,597.6112
11/23/2011,601.9825
11/22/2011,611.2369
11/21/2011,610.2165
11/18/2011,611.2777
11/17/2011,617.862
11/16/2011,618.1998
11/15/2011,626.9603
11/14/2011,632.113
11/11/2011,630.3373
11/10/2011,625.5668
11/9/2011,627.3587
11/8/2011,626.5649
11/7/2011,623.2242
11/4/2011,628.3166
11/3/2011,616.9559
11/2/2011,617.0949
11/1/2011,617.9836
10/31/2011,628.0391
10/28/2011,631.8789
10/27/2011,626.8503
10/26/2011,621.0814
10/25/2011,619.766
10/24/2011,617.9376
10/21/2011,606.7431
10/20/2011,621.2727
10/19/2011,627.6591
10/18/2011,628.6107
10/17/2011,640.8155
10/14/2011,632.7634
10/13/2011,629.8603
10/12/2011,635.3849
10/11/2011,619.8134
10/10/2011,624.2652
10/7/2011,619.7738
10/6/2011,627.6017
10/5/2011,611.4907
10/4/2011,604.053
10/3/2011,604.0898
9/30/2011,601.1144
9/29/2011,619.2225
9/28/2011,608.0499
9/27/2011,618.3891
9/26/2011,623.78
9/23/2011,622.3961
9/22/2011,608.6311
9/21/2011,620.6927
9/20/2011,629.4126
9/19/2011,639.1885
9/16/2011,654.4505
9/15/2011,654.686
9/14/2011,661.5891
9/13/2011,663.1054
9/12/2011,671.7079
9/9/2011,683.2881
9/8/2011,694.8055
9/7/2011,697.8733
9/6/2011,701.1672
9/5/2011,703.3403
9/2/2011,705.5486
9/1/2011,707.1781
8/31/2011,706.3496
8/30/2011,702.0873
8/29/2011,696.6368
8/26/2011,689.9624
8/25/2011,685.1695
8/24/2011,686.4571
8/23/2011,694.005
8/22/2011,688.47
8/19/2011,687.6083
8/18/2011,695.3391
8/17/2011,692.8958
8/16/2011,688.032
8/15/2011,686.562
8/12/2011,685.8609
8/11/2011,694.8375
8/10/2011,687.5587
8/8/2011,705.5585
8/5/2011,696.6057
8/4/2011,708.1088
8/3/2011,713.0445
8/2/2011,714.737
8/1/2011,717.3724
7/29/2011,708.9307
7/28/2011,723.3673
7/27/2011,718.4121
7/26/2011,718.5473
7/25/2011,708.9455
7/22/2011,711.227
7/21/2011,702.7592
7/20/2011,702.4627
7/19/2011,696.056
7/18/2011,698.2404
7/15/2011,701.2555
7/14/2011,704.0435
7/13/2011,705.9006
7/12/2011,703.7162
7/11/2011,714.957
7/8/2011,722.3828
7/7/2011,718.3519
7/6/2011,714.4252
7/5/2011,715.2597
7/4/2011,722.7537
7/1/2011,712.6929
6/30/2011,711.7415
6/29/2011,709.6806
6/28/2011,707.0412
6/27/2011,700.911
6/24/2011,704.5159
6/23/2011,713.2757
6/22/2011,720.792
6/21/2011,710.1648
6/20/2011,703.6186
6/17/2011,705.525
6/15/2011,711.5701
6/14/2011,711.5941
6/13/2011,706.9211
6/10/2011,707.5838
6/9/2011,712.9794
6/8/2011,708.2908
6/7/2011,708.1029
6/6/2011,710.9876
6/3/2011,711.4867
6/2/2011,702.5672
6/1/2011,703.3236
5/31/2011,691.5159
5/30/2011,690.4175
5/27/2011,685.312
5/26/2011,680.3706
5/25/2011,675.3912
5/24/2011,681.3544
5/23/2011,677.6985
5/20/2011,691.6861
5/19/2011,687.7925
5/17/2011,678.9317
5/16/2011,680.357
5/13/2011,688.6973
5/12/2011,685.9198
5/11/2011,700.8678
5/10/2011,704.8767
5/9/2011,712.9175
5/6/2011,702.9915
5/5/2011,708.9695
5/4/2011,710.5412
5/3/2011,710.3315
4/29/2011,708.1689
4/28/2011,710.2591
4/26/2011,701.3408
4/21/2011,696.0998
4/20/2011,689.0429
4/19/2011,686.497
4/18/2011,687.7615
4/15/2011,687.1775
4/14/2011,690.6925
4/13/2011,697.2915
4/12/2011,701.7227
4/11/2011,710.1168
4/8/2011,706.9867
4/7/2011,702.0833
4/6/2011,705.2723
4/5/2011,701.4159
4/4/2011,700.9313
4/1/2011,696.8148
3/31/2011,699.6493
3/30/2011,689.1257
3/29/2011,689.2097
3/28/2011,691.4112
3/25/2011,690.7326
3/24/2011,684.3243
3/23/2011,689.06
3/22/2011,688.0983
3/18/2011,679.0121
3/17/2011,682.4249
3/16/2011,687.191
3/15/2011,698.8445
3/14/2011,686.6096
3/11/2011,694.8988
3/10/2011,688.5819
3/9/2011,683.6517
3/8/2011,687.207
3/7/2011,684.2561
3/4/2011,686.3678
3/3/2011,688.9074
3/2/2011,682.0533
3/1/2011,685.788
2/28/2011,681.1636
2/25/2011,683.6798
2/24/2011,668.3464
2/23/2011,668.0008
2/22/2011,659.4505
2/21/2011,664.3357
2/18/2011,660.5793
2/17/2011,656.5521
2/16/2011,646.9183
2/15/2011,644.6046
2/14/2011,653.2552
2/11/2011,653.369
2/10/2011,650.874
2/9/2011,660.9918
2/8/2011,664.5605
2/7/2011,664.8453
2/4/2011,661.6222
2/3/2011,665.9268
2/2/2011,682.1896
2/1/2011,679.2359
1/31/2011,673.9376
1/28/2011,680.2616
1/27/2011,679.647
1/26/2011,677.365
1/25/2011,680.2322
1/24/2011,674.9797
1/21/2011,674.0179
1/20/2011,676.3167
1/19/2011,692.0102
1/18/2011,699.0742
1/17/2011,686.1453
1/14/2011,692.1218
1/13/2011,692.2175
1/12/2011,696.6203
1/11/2011,698.7921
1/10/2011,698.3003
1/7/2011,698.8699
1/6/2011,704.2555
1/5/2011,709.5895
1/4/2011,721.1779
1/3/2011,726.9278
12/31/2010,722.5513
12/30/2010,722.5441
12/29/2010,710.6766
12/28/2010,714.0995
12/24/2010,702.4444
12/23/2010,697.4041
12/22/2010,688.0765
12/21/2010,690.2146
12/20/2010,682.8031
12/17/2010,684.6412
12/15/2010,679.584
12/14/2010,676.937
12/13/2010,677.909
12/10/2010,691.4921
12/9/2010,686.7018
12/8/2010,680.8427
12/7/2010,684.675
12/6/2010,688.2044
12/3/2010,687.6553
12/2/2010,690.6588
12/1/2010,695.581
11/30/2010,691.0652
11/29/2010,682.726
11/26/2010,669.0887
11/25/2010,671.0641
11/24/2010,663.6348
11/23/2010,662.5302
11/22/2010,666.5677
11/19/2010,668.8044
11/18/2010,667.3537
11/17/2010,667.8238
11/16/2010,670.9918
11/15/2010,667.2632
11/12/2010,663.2723
11/11/2010,677.4929
11/10/2010,676.7686
11/9/2010,673.1091
11/8/2010,680.9674
11/5/2010,678.4009
11/4/2010,682.7643
11/3/2010,677.2345
11/2/2010,672.291
11/1/2010,668.9565
10/29/2010,663.1623
10/28/2010,659.5832
10/27/2010,663.4401
10/26/2010,672.1008
10/25/2010,675.113
10/22/2010,668.6861
10/21/2010,674.6165
10/20/2010,671.8664
10/19/2010,676.6955
10/18/2010,670.3477
10/15/2010,677.9158
10/14/2010,674.245
10/13/2010,688.3123
10/12/2010,685.1197
10/11/2010,686.1376
10/8/2010,684.6271
10/7/2010,691.9997
10/6/2010,691.3238
10/5/2010,679.965
10/4/2010,687.6849
10/1/2010,691.0782
9/30/2010,696.6259
9/29/2010,695.7859
9/28/2010,690.1375
9/27/2010,691.8637
9/23/2010,684.2936
9/22/2010,689.2364
9/21/2010,685.1847
9/20/2010,682.0794
9/17/2010,684.6669
9/16/2010,682.9916
9/15/2010,681.0465
9/14/2010,675.774
9/13/2010,680.2105
9/10/2010,678.603
9/9/2010,679.7489
9/8/2010,674.278
9/7/2010,676.4151
9/6/2010,674.4759
9/3/2010,675.9854
9/2/2010,669.7899
9/1/2010,667.7887
8/31/2010,666.9995
8/30/2010,667.9017
8/27/2010,676.6533
8/26/2010,678.8384
8/25/2010,674.8641
8/24/2010,670.9105
8/23/2010,679.6607
8/20/2010,673.0704
8/19/2010,676.9526
8/18/2010,674.9676
8/17/2010,674.808
8/16/2010,676.5665
8/13/2010,682.0763
8/12/2010,688.2705
8/11/2010,683.2851
8/10/2010,677.94
8/6/2010,665.8722
8/5/2010,667.4408
8/4/2010,662.6284
8/3/2010,658.6202
8/2/2010,669.0675
7/30/2010,664.1524
7/29/2010,670.8656
7/28/2010,669.4626
7/27/2010,665.4586
7/26/2010,672.9887
7/23/2010,682.251
7/22/2010,674.399
7/21/2010,673.2314
7/20/2010,668.3014
7/19/2010,654.8751
7/16/2010,657.8965
7/15/2010,664.4012
7/14/2010,664.699
7/13/2010,664.7949
7/12/2010,660.1483
7/9/2010,661.5199
7/8/2010,664.6451
7/7/2010,666.9107
7/6/2010,665.2871
7/5/2010,662.9827
7/2/2010,668.7656
7/1/2010,672.0923
6/30/2010,673.924
6/29/2010,678.5115
6/28/2010,683.6896
6/25/2010,672.4175
6/24/2010,665.1441
6/23/2010,672.5415
6/22/2010,678.6066
6/21/2010,681.478
6/18/2010,675.1497
6/17/2010,669.8194
6/15/2010,664.604
6/14/2010,663.9286
6/11/2010,660.903
6/10/2010,664.9611
6/9/2010,674.7653
6/8/2010,663.1204
6/7/2010,663.7102
6/4/2010,664.5742
6/3/2010,667.1291
6/2/2010,654.5023
6/1/2010,649.6515
5/31/2010,654.78
5/28/2010,670.199
5/27/2010,659.8976
5/26/2010,650.5821
5/25/2010,632.3411
5/24/2010,641.8531
5/21/2010,637.1846
5/20/2010,644.296
5/19/2010,655.0172
5/18/2010,660.8345
5/17/2010,653.2282
5/14/2010,650.2265
5/13/2010,652.9162
5/12/2010,659.3286
5/11/2010,659.9762
5/10/2010,657.4435
5/7/2010,660.0346
5/6/2010,638.4406
5/5/2010,632.6282
5/4/2010,641.5031
5/3/2010,642.1408
4/30/2010,644.9337
4/29/2010,641.7628
4/28/2010,632.3796
4/26/2010,633.0344
4/23/2010,627.5703
4/22/2010,627.1053
4/21/2010,630.3098
4/20/2010,630.5458
4/19/2010,629.3388
4/16/2010,630.7259
4/15/2010,632.0427
4/14/2010,639.1255
4/13/2010,637.2963
4/12/2010,638.8407
4/9/2010,645.2422
4/8/2010,634.0318
4/7/2010,645.3365
4/6/2010,641.1727
4/1/2010,643.8275
3/31/2010,643.4867
3/30/2010,640.5712
3/29/2010,642.6531
3/26/2010,640.9487
3/25/2010,644.4295
3/24/2010,641.5781
3/23/2010,643.4704
3/19/2010,638.3745
3/18/2010,643.5592
3/17/2010,641.2393
3/16/2010,626.471
3/15/2010,625.8334
3/12/2010,630.3427
3/11/2010,622.5131
3/10/2010,622.3461
3/9/2010,623.7092
3/8/2010,628.2342
3/5/2010,627.0376
3/4/2010,622.1584
3/3/2010,619.2541
3/2/2010,615.138
3/1/2010,610.8659
2/26/2010,610.0757
2/25/2010,605.9699
2/24/2010,608.7657
2/23/2010,614.924
2/22/2010,611.7921
2/19/2010,611.251
2/18/2010,611.4231
2/17/2010,613.436
2/16/2010,607.4278
2/15/2010,604.9929
2/12/2010,608.5956
2/11/2010,608.8818
2/10/2010,608.6382
2/9/2010,604.8576
2/8/2010,605.1381
2/5/2010,604.4924
2/4/2010,614.2976
2/3/2010,614.3723
2/2/2010,615.4912
2/1/2010,607.1365
1/29/2010,603.589
1/28/2010,609.3815
1/27/2010,600.3949
1/26/2010,594.8095
1/25/2010,588.5149
1/22/2010,587.5617
1/21/2010,586.4886
1/20/2010,589.9654
1/19/2010,597.4549
1/18/2010,600.7045
1/15/2010,600.4342
1/14/2010,602.0518
1/13/2010,607.8333
1/12/2010,608.877
1/11/2010,610.4374
1/8/2010,614.5061
1/7/2010,622.1346
1/6/2010,629.9879
1/5/2010,634.2179
1/4/2010,630.812
12/31/2009,628.7234
12/30/2009,632.0299
12/29/2009,625.7655
12/28/2009,616.3699
12/24/2009,615.937
12/23/2009,604.8533
12/22/2009,604.3573
12/21/2009,609.7522
12/18/2009,621.0913
12/17/2009,635.0841
12/15/2009,632.7826
12/14/2009,630.0855
12/11/2009,626.3747
12/10/2009,621.3738
12/9/2009,619.8998
12/8/2009,624.8049
12/7/2009,623.1832
12/4/2009,634.4372
12/3/2009,643.3433
12/2/2009,640.8818
12/1/2009,634.6658
11/30/2009,632.4079
11/27/2009,627.3252
11/26/2009,628.7198
11/25/2009,628.5949
11/24/2009,618.2208
11/23/2009,617.2133
11/20/2009,615.3747
11/19/2009,614.7925
11/18/2009,624.4069
11/17/2009,625.2073
11/16/2009,628.2923
11/13/2009,622.3892
11/12/2009,628.1401
11/11/2009,634.9839
11/10/2009,626.3049
11/9/2009,624.5851
11/6/2009,612.9449
11/5/2009,604.8848
11/4/2009,600.1504
11/3/2009,587.9488
11/2/2009,588.2228
10/30/2009,599.0775
10/29/2009,598.8286
10/28/2009,602.8178
10/27/2009,612.9463
10/26/2009,622.0271
10/23/2009,626.9139
10/22/2009,627.3367
10/21/2009,635.9345
10/20/2009,634.5027
10/19/2009,629.785
10/16/2009,624.6577
10/15/2009,639.1613
10/14/2009,640.0147
10/13/2009,639.2895
10/12/2009,628.8507
10/9/2009,628.0526
10/8/2009,632.8422
10/7/2009,623.8188
10/6/2009,625.8604
10/5/2009,619.2237
10/2/2009,606.419
10/1/2009,616.2738
9/30/2009,638.4691
9/29/2009,640.6612
9/28/2009,644.0777
9/25/2009,617.9869
9/23/2009,626.7999
9/22/2009,628.7963
9/21/2009,615.7165
9/18/2009,618.4381
9/17/2009,635.4598
9/16/2009,634.4784
9/15/2009,625.7824
9/14/2009,618.0679
9/11/2009,609.8697
9/10/2009,607.0908
9/9/2009,616.4793
9/8/2009,617.665
9/7/2009,614.4532
9/4/2009,606.1628
9/3/2009,596.5292
9/2/2009,592.2782
9/1/2009,590.4224
8/31/2009,605.2468
8/28/2009,605.2454
8/27/2009,607.6328
8/26/2009,613.29
8/25/2009,617.8159
8/24/2009,617.4212
8/21/2009,613.077
8/20/2009,607.8207
8/19/2009,600.7193
8/18/2009,593.2993
8/17/2009,579.6539
8/14/2009,595.4637
8/13/2009,611.3742
8/12/2009,597.4975
8/11/2009,604.2433
8/7/2009,602.4699
8/6/2009,610.2562
8/5/2009,623.9566
8/4/2009,628.6742
8/3/2009,648.4334
7/31/2009,650.6647
7/30/2009,646.4002
7/29/2009,643.0222
7/28/2009,655.6794
7/27/2009,654.1502
7/24/2009,658.0703
7/23/2009,663.6553
7/22/2009,652.0519
7/21/2009,648.5324
7/20/2009,637.633
7/17/2009,636.5791
7/16/2009,631.7484
7/15/2009,630.4707
7/14/2009,636.2996
7/13/2009,628.2566
7/10/2009,629.5893
7/9/2009,641.4646
7/8/2009,645.782
7/7/2009,643.1979
7/6/2009,643.4878
7/3/2009,650.3935
7/2/2009,663.7567
7/1/2009,676.0157
6/30/2009,662.9748
6/29/2009,663.1149
6/26/2009,658.9039
6/25/2009,651.6682
6/24/2009,636.5313
6/23/2009,637.3686
6/22/2009,632.8975
6/19/2009,623.9489
6/18/2009,623.4972
6/17/2009,629.7846
6/15/2009,612.118
6/12/2009,624.927
6/11/2009,627.5346
6/10/2009,627.4504
6/9/2009,610.6559
6/8/2009,607.6495
6/5/2009,615.5795
6/4/2009,618.2805
6/3/2009,620.4725
6/2/2009,616.7061
6/1/2009,635.3425
5/29/2009,652.925
5/28/2009,632.1872
5/27/2009,616.6915
5/26/2009,611.5085
5/25/2009,612.1327
5/22/2009,607.1706
5/21/2009,606.0058
5/20/2009,610.5428
5/19/2009,607.0227
5/18/2009,599.1167
5/15/2009,618.7676
5/14/2009,627.3162
5/13/2009,614.0146
5/12/2009,606.4476
5/11/2009,613.6326
5/8/2009,601.9598
5/7/2009,625.9268
5/6/2009,617.8562
5/5/2009,646.1123
5/4/2009,643.4003
4/30/2009,667.9229
4/29/2009,662.7661
4/28/2009,636.235
4/24/2009,646.5733
4/23/2009,643.7274
4/21/2009,626.5428
4/20/2009,629.8619
4/17/2009,636.1964
4/16/2009,627.0362
4/15/2009,617.8009
4/14/2009,619.412
4/9/2009,617.0989
4/8/2009,604.7154
4/7/2009,621.7559
4/6/2009,622.2298
4/3/2009,626.7657
4/2/2009,597.1501
4/1/2009,586.817
3/31/2009,581.7207
3/30/2009,572.0233
3/27/2009,586.9233
3/26/2009,584.3895
3/25/2009,564.9755
3/24/2009,581.5423
3/23/2009,580.3291
3/20/2009,568.8561
3/19/2009,584.8553
3/18/2009,570.2717
3/17/2009,566.5994
3/16/2009,569.3078
3/13/2009,564.5277
3/12/2009,552.2136
3/11/2009,547.6873
3/10/2009,532.6127
3/9/2009,527.8878
3/6/2009,523.8395
3/5/2009,543.9868
3/4/2009,534.4601
3/3/2009,550.7552
